"","TagId","visit_start","visit_end","duration","YMDL","span","visit_num","TAIR","RELH","PRES","WSPD","SRAD"
"3883","52196133",2021-02-18 10:09:00,2021-02-18 10:09:00,0,2021-02-18,1260,2,-10,90,881.38,5.2,284
"3884","52196133",2021-02-18 10:39:00,2021-02-18 10:39:00,0,2021-02-18,1800,3,-9.5,90,881.47,6.3,316
"3889","52196133",2021-02-18 11:39:00,2021-02-18 11:39:00,0,2021-02-18,3600,4,-8.5,91,881.6,5.4,474
"3892","52196133",2021-02-18 13:00:00,2021-02-18 13:00:00,0,2021-02-18,4860,5,-7.2,91,881.65,5.4,370
"3897","52196133",2021-02-18 17:42:00,2021-02-18 17:45:00,180,2021-02-18,16920,6,-6.1,85,881.35,2.5,66
"3917","52196133",2021-02-19 09:51:00,2021-02-19 09:51:00,0,2021-02-19,NA,1,-3.7,77,876.86,3.6,374
"3926","52196133",2021-02-19 12:27:00,2021-02-19 12:30:00,180,2021-02-19,9360,2,3.7,53,875.92,2,760
"3930","52196133",2021-02-19 15:27:00,2021-02-19 15:27:00,0,2021-02-19,10620,3,7.1,40,873.93,5.2,591
"3934","52196133",2021-02-20 08:21:00,2021-02-20 08:21:00,0,2021-02-20,NA,1,-3.8,80,873.95,2.3,136
"3935","52196133",2021-02-20 12:24:00,2021-02-20 12:24:00,0,2021-02-20,14580,2,9.8,35,870.51,8.8,739
"3936","52196133",2021-02-21 10:06:00,2021-02-21 10:06:00,0,2021-02-21,NA,1,4.1,55,873.83,11.7,481
"3938","52196133",2021-02-21 12:09:00,2021-02-21 12:09:00,0,2021-02-21,7380,2,6.1,42,874.82,13,737
"3940","52196133",2021-02-21 14:15:00,2021-02-21 14:15:00,0,2021-02-21,7560,3,7.4,34,874.58,10.5,466
"3950","52196133",2021-02-22 12:09:00,2021-02-22 12:12:00,180,2021-02-22,NA,1,13.8,18,875.5,6.5,742
"3957","52196133",2021-02-22 14:33:00,2021-02-22 14:33:00,0,2021-02-22,8460,2,15.7,18,874.31,6.8,707
"3963","52196133",2021-02-22 15:12:00,2021-02-22 15:12:00,0,2021-02-22,2340,3,15.6,18,874.29,5.2,634
"3972","52196133",2021-02-23 09:33:00,2021-02-23 09:33:00,0,2021-02-23,NA,1,11.4,27,869.37,8.9,392
"3973","52196133",2021-02-23 12:12:00,2021-02-23 12:12:00,0,2021-02-23,9540,2,16.9,19,866.16,11.3,768
"3974","52196133",2021-02-24 08:39:00,2021-02-24 08:39:00,0,2021-02-24,NA,1,-0.9,61,878.3,3.5,202
"3978","52196133",2021-02-24 09:06:00,2021-02-24 09:15:00,540,2021-02-24,1620,2,1.1,52,878.67,4.9,305
"3985","52196133",2021-02-24 09:48:00,2021-02-24 09:54:00,360,2021-02-24,1980,3,2.1,49,878.8,5.8,439
"3994","52196133",2021-02-24 11:09:00,2021-02-24 11:12:00,180,2021-02-24,4500,4,4.1,41,878.93,4.5,652
"4009","52196133",2021-02-24 14:30:00,2021-02-24 14:36:00,360,2021-02-24,11880,5,7.7,22,876.63,4.2,713
"4028","52196133",2021-02-25 10:00:00,2021-02-25 10:06:00,360,2021-02-25,NA,1,-0.2,43,882.22,2.5,180
"4047","52196133",2021-02-25 10:39:00,2021-02-25 10:45:00,360,2021-02-25,1980,2,0.5,40,882.25,1.6,208
"4073","52196133",2021-02-25 13:00:00,2021-02-25 13:00:00,0,2021-02-25,8100,3,2.5,29,880.36,3.8,445
"4076","52196133",2021-02-25 15:12:00,2021-02-25 15:12:00,0,2021-02-25,7920,4,5.1,22,877.26,3.8,659
"4079","52196133",2021-02-26 09:36:00,2021-02-26 09:39:00,180,2021-02-26,NA,1,4.7,45,866.69,5.7,416
"4085","52196133",2021-02-27 08:51:00,2021-02-27 08:57:00,360,2021-02-27,NA,1,5.5,25,863.98,5.6,278
"4110","52196133",2021-02-27 09:33:00,2021-02-27 09:45:00,720,2021-02-27,2160,2,10.7,16,863.6,10.1,420
"4140","52196133",2021-02-28 09:30:00,2021-02-28 09:30:00,0,2021-02-28,NA,1,0.8,36,875.37,9.9,415
"4143","52196133",2021-02-28 14:06:00,2021-02-28 14:06:00,0,2021-02-28,16560,2,6.6,20,874.57,8.7,768
"4148","52196133",2021-03-02 09:39:00,2021-03-02 09:39:00,0,2021-03-02,NA,1,6.6,22,875.6,5.9,451
"4149","52196133",2021-03-03 09:15:00,2021-03-03 09:15:00,0,2021-03-03,NA,1,10.3,19,871.71,7.9,390
"4150","52196133",2021-03-03 11:33:00,2021-03-03 11:33:00,0,2021-03-03,8280,2,18.3,11,872.01,7.9,758
"4152","52196133",2021-03-04 08:51:00,2021-03-04 08:54:00,180,2021-03-04,NA,1,5.1,37,870.74,4,119
"4171","52196133",2021-03-04 09:21:00,2021-03-04 09:21:00,0,2021-03-04,1620,2,7.7,31,870.06,0.4,311
"4173","52196133",2021-03-04 09:36:00,2021-03-04 09:45:00,540,2021-03-04,900,3,9.1,28,869.94,1.7,418
"4202","52196133",2021-03-07 10:27:00,2021-03-07 10:27:00,0,2021-03-07,NA,1,11.5,40,875.93,10.6,617
"4208","552D0761",2021-01-20 11:18:00,2021-01-20 11:21:00,180,2021-01-20,NA,1,8.4,43,874.89,7.2,409
"4213","552D0761",2021-01-21 13:09:00,2021-01-21 13:18:00,540,2021-01-21,NA,1,13.7,27,869.31,3,729
"4220","552D0761",2021-01-21 13:57:00,2021-01-21 13:57:00,0,2021-01-21,2340,2,14.9,25,868.73,2.6,690
"4221","552D0761",2021-01-22 14:21:00,2021-01-22 14:24:00,180,2021-01-22,NA,1,6.7,47,871.58,5.3,525
"4227","552D0761",2021-01-22 14:39:00,2021-01-22 14:42:00,180,2021-01-22,900,2,7.3,46,871.55,5.5,526
"4232","552D0761",2021-01-24 11:09:00,2021-01-24 11:21:00,720,2021-01-24,NA,1,-2.6,80,871.61,3.9,180
"4259","552D0761",2021-01-25 09:24:00,2021-01-25 09:24:00,0,2021-01-25,NA,1,-3,96,860.68,4,225
"4261","552D0761",2021-01-27 12:51:00,2021-01-27 12:51:00,0,2021-01-27,NA,1,2.4,58,880.07,4.1,645
"4262","552D0761",2021-01-28 08:33:00,2021-01-28 08:36:00,180,2021-01-28,NA,1,1.1,36,879.08,8.4,47
"4265","552D0761",2021-01-28 11:42:00,2021-01-28 11:42:00,0,2021-01-28,11160,2,10.4,17,879.23,12.1,507
"4266","552D0761",2021-01-28 12:48:00,2021-01-28 12:54:00,360,2021-01-28,3960,3,12.1,13,878.47,11.7,247
"4269","552D0761",2021-01-28 14:42:00,2021-01-28 14:45:00,180,2021-01-28,6480,4,12.3,13,877.3,9.9,340
"4272","552D0761",2021-01-29 11:33:00,2021-01-29 11:36:00,180,2021-01-29,NA,1,10.8,25,869.92,5.9,265
"4278","552D0761",2021-01-29 13:21:00,2021-01-29 13:24:00,180,2021-01-29,6300,2,18.9,7,867.89,12.6,347
"4284","552D0761",2021-01-30 08:48:00,2021-01-30 08:48:00,0,2021-01-30,NA,1,5.3,57,857.98,9.8,133
"4286","552D0761",2021-01-30 13:54:00,2021-01-30 13:57:00,180,2021-01-30,18360,2,14.9,28,865.5,15.3,625
"4288","552D0761",2021-01-31 13:45:00,2021-01-31 13:48:00,180,2021-01-31,NA,1,10.2,26,883.72,8.3,651
"4294","552D0761",2021-02-01 10:33:00,2021-02-01 10:39:00,360,2021-02-01,NA,1,9.3,37,881.39,8.9,451
"4303","552D0761",2021-02-01 13:12:00,2021-02-01 13:15:00,180,2021-02-01,9180,2,14.4,26,878.78,10.9,632
"4311","552D0761",2021-02-02 08:27:00,2021-02-02 08:27:00,0,2021-02-02,NA,1,-2.1,72,874.04,3.5,54
"4312","552D0761",2021-02-02 10:33:00,2021-02-02 10:39:00,360,2021-02-02,7560,2,13.4,24,874.27,5.4,454
"4324","552D0761",2021-02-02 15:21:00,2021-02-02 15:24:00,180,2021-02-02,16920,3,20.1,8,872.38,5.1,512
"4327","552D0761",2021-02-02 15:54:00,2021-02-02 16:00:00,360,2021-02-02,1800,4,20,9,872.33,4.2,439
"4334","552D0761",2021-02-03 12:39:00,2021-02-03 12:39:00,0,2021-02-03,NA,1,21.4,23,865.25,4.4,601
"4335","552D0761",2021-02-04 08:48:00,2021-02-04 08:48:00,0,2021-02-04,NA,1,0.3,80,871.36,5.4,184
"4336","552D0761",2021-02-04 09:12:00,2021-02-04 09:15:00,180,2021-02-04,1440,2,1.4,69,871.64,8.9,168
"4340","552D0761",2021-02-04 11:27:00,2021-02-04 11:30:00,180,2021-02-04,7920,3,3.6,41,872.62,8.4,450
"4344","552D0761",2021-02-04 14:00:00,2021-02-04 14:09:00,540,2021-02-04,9000,4,5.6,24,870.8,4.3,662
"4347","552D0761",2021-02-04 17:03:00,2021-02-04 17:06:00,180,2021-02-04,10440,5,6.3,23,869.85,2,234
"4354","552D0761",2021-02-06 09:09:00,2021-02-06 09:12:00,180,2021-02-06,NA,1,2.1,43,869.71,8.1,222
